contrato_id,regime_ativo,dsp_ultima_campanha_informada,ultima_campanha_informada,dsp_principal_campanha_informada,principal_campanha_informada
00a20ce6b16ef5882b3331543f26e30b,12,7,1,7,1
00a20ce6b16ef5882b3331543f26e30b,16,7,1,7,1
00a20ce6b16ef5882b3331543f26e30b,20,0,2,0,2
00a20ce6b16ef5882b3331543f26e30b,28,5,1,5,1
00a20ce6b16ef5882b3331543f26e30b,38,12,2,12,2
00a20ce6b16ef5882b3331543f26e30b,40,5,1,5,1
00a20ce6b16ef5882b3331543f26e30b,46,5,1,5,1
00a20ce6b16ef5882b3331543f26e30b,48,5,1,5,1
00a20ce6b16ef5882b3331543f26e30b,50,12,2,12,2
00a20ce6b16ef5882b3331543f26e30b,52,5,1,5,1
00a20ce6b16ef5882b3331543f26e30b,54,5,1,5,1
00a20ce6b16ef5882b3331543f26e30b,56,15,3,15,3
00a20ce6b16ef5882b3331543f26e30b,60,90,6,90,6
00a20ce6b16ef5882b3331543f26e30b,62,10,2,10,2
00a20ce6b16ef5882b3331543f26e30b,64,30,4,30,4
00a20ce6b16ef5882b3331543f26e30b,66,32,4,32,4
00a20ce6b16ef5882b3331543f26e30b,68,15,3,15,3
00a20ce6b16ef5882b3331543f26e30b,70,17,3,17,3
00a20ce6b16ef5882b3331543f26e30b,72,62,5,62,5
00a294cf586b61bec5b6834be5037602,8,0,1,0,1
00a294cf586b61bec5b6834be5037602,10,0,1,0,1
00a294cf586b61bec5b6834be5037602,12,0,1,0,1
00a294cf586b61bec5b6834be5037602,21,0,1,0,1
00a294cf586b61bec5b6834be5037602,27,0,1,0,1
00a294cf586b61bec5b6834be5037602,40,1,1,1,1
00a294cf586b61bec5b6834be5037602,46,0,1,0,1
00a294cf586b61bec5b6834be5037602,50,7,1,1,3
00a294cf586b61bec5b6834be5037602,54,7,1,7,1
00a294cf586b61bec5b6834be5037602,56,5,1,5,1
00a294cf586b61bec5b6834be5037602,57,0,2,0,2
00a294cf586b61bec5b6834be5037602,58,15,3,15,3
00a294cf586b61bec5b6834be5037602,62,10,2,10,2
00a294cf586b61bec5b6834be5037602,66,0,1,0,1
00a294cf586b61bec5b6834be5037602,68,0,1,0,1
00a294cf586b61bec5b6834be5037602,72,7,1,7,1
00a294cf586b61bec5b6834be5037602,82,0,1,0,1
00a294cf586b61bec5b6834be5037602,86,0,1,0,1
00a294cf586b61bec5b6834be5037602,1,0,1,0,1
00a77c658fcb10bc0283fea879c86477,34,17,3,17,3
00a77c658fcb10bc0283fea879c86477,36,1,2,1,2
00a77c658fcb10bc0283fea879c86477,41,0,1,0,1
00a77c658fcb10bc0283fea879c86477,59,0,1,0,1
00a77c658fcb10bc0283fea879c86477,80,5,1,5,1
00a77c658fcb10bc0283fea879c86477,137,0,1,0,1
00af78adb4803c8e23eb482281e75ac7,44,2,1,2,1
00af78adb4803c8e23eb482281e75ac7,45,0,1,0,1
00af78adb4803c8e23eb482281e75ac7,51,0,2,0,2
00af78adb4803c8e23eb482281e75ac7,56,60,5,60,5
00af78adb4803c8e23eb482281e75ac7,58,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,60,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,62,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,64,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,66,12,2,12,2
00af78adb4803c8e23eb482281e75ac7,68,12,2,12,2
00af78adb4803c8e23eb482281e75ac7,70,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,72,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,76,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,78,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,80,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,82,12,2,12,2
00af78adb4803c8e23eb482281e75ac7,84,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,86,5,1,5,1
00af78adb4803c8e23eb482281e75ac7,88,12,2,12,2
00af78adb4803c8e23eb482281e75ac7,90,5,1,5,1
00b5642d31ffa47cc5ceb291ab90c153,20,1,1,1,1
00b5642d31ffa47cc5ceb291ab90c153,46,0,1,0,1
00b5642d31ffa47cc5ceb291ab90c153,50,8,1,8,1
00b5642d31ffa47cc5ceb291ab90c153,54,0,2,0,2
00b5642d31ffa47cc5ceb291ab90c153,58,10,2,10,2
00b5642d31ffa47cc5ceb291ab90c153,67,0,1,0,1
00b5642d31ffa47cc5ceb291ab90c153,70,1,1,1,1
00b5642d31ffa47cc5ceb291ab90c153,74,10,2,10,2
00b5642d31ffa47cc5ceb291ab90c153,76,5,1,5,1
00b5642d31ffa47cc5ceb291ab90c153,86,10,2,10,2
00b5642d31ffa47cc5ceb291ab90c153,97,0,1,0,1
00b5642d31ffa47cc5ceb291ab90c153,98,10,2,10,2
00b5642d31ffa47cc5ceb291ab90c153,172,5,1,5,1
00b5754990d1cab099bde4841e319229,34,10,2,10,2
00b5754990d1cab099bde4841e319229,36,30,4,30,4
00b5754990d1cab099bde4841e319229,38,12,2,1,3
00b5754990d1cab099bde4841e319229,40,17,3,17,3
00b5754990d1cab099bde4841e319229,42,15,3,0,4
00b5754990d1cab099bde4841e319229,44,30,4,30,4
00b5754990d1cab099bde4841e319229,46,15,3,15,3
00b5754990d1cab099bde4841e319229,48,15,3,15,3
00b5754990d1cab099bde4841e319229,50,15,3,15,3
00c3404b5409ce1d896d096a54e9c12f,62,92,6,92,6
00c3404b5409ce1d896d096a54e9c12f,66,30,4,30,4
00c8fcbc99042b45ffd45c47d7e499ad,70,90,6,90,6
00c8fcbc99042b45ffd45c47d7e499ad,72,5,1,5,1
00c8fcbc99042b45ffd45c47d7e499ad,78,5,1,5,1
00c8fcbc99042b45ffd45c47d7e499ad,80,5,1,5,1
00c8fcbc99042b45ffd45c47d7e499ad,84,5,1,5,1
00c8fcbc99042b45ffd45c47d7e499ad,86,5,1,5,1
00ca1f410526391269d687f2ebb53e91,5,0,1,0,1
00ca1f410526391269d687f2ebb53e91,60,0,1,0,1
00ca1f410526391269d687f2ebb53e91,65,0,2,0,2
00ca1f410526391269d687f2ebb53e91,71,0,3,0,3
00ca1f410526391269d687f2ebb53e91,136,5,1,5,1
00ca1f410526391269d687f2ebb53e91,142,1,1,1,1
00ca1f410526391269d687f2ebb53e91,158,33,3,30,4
00ca1f410526391269d687f2ebb53e91,160,12,2,12,2
00ca1f410526391269d687f2ebb53e91,162,12,2,12,2
00ceef04f5519d6abd6fab11cfb9a454,6,0,1,0,1
00ceef04f5519d6abd6fab11cfb9a454,12,2,2,2,2
00ceef04f5519d6abd6fab11cfb9a454,42,0,1,0,1
00ceef04f5519d6abd6fab11cfb9a454,48,5,1,2,2
00ceef04f5519d6abd6fab11cfb9a454,73,0,1,0,1
00ceef04f5519d6abd6fab11cfb9a454,88,3,3,3,3
00ceef04f5519d6abd6fab11cfb9a454,114,1,1,1,1
00ceef04f5519d6abd6fab11cfb9a454,162,1,1,1,1
00ceef04f5519d6abd6fab11cfb9a454,164,10,2,10,2
00ceef04f5519d6abd6fab11cfb9a454,168,5,1,5,1
00d239f677d708175654832522b7389a,86,5,1,5,1
00d417dd524f7f19197d8aba52d43fce,2,5,1,5,1
00d417dd524f7f19197d8aba52d43fce,6,0,1,0,1
00d417dd524f7f19197d8aba52d43fce,8,0,1,0,1
00d417dd524f7f19197d8aba52d43fce,21,0,1,0,1
00d86c807167dabb7f8df6623e594bdc,10,0,1,0,1
00d86c807167dabb7f8df6623e594bdc,14,1,1,1,1
00d86c807167dabb7f8df6623e594bdc,22,2,2,2,2
00d86c807167dabb7f8df6623e594bdc,24,0,1,0,1
00d86c807167dabb7f8df6623e594bdc,34,0,1,0,1
00d86c807167dabb7f8df6623e594bdc,46,0,1,0,1
00d86c807167dabb7f8df6623e594bdc,112,5,1,5,1
00d86c807167dabb7f8df6623e594bdc,124,1,1,1,1
00d86c807167dabb7f8df6623e594bdc,138,5,1,5,1
00d86c807167dabb7f8df6623e594bdc,142,0,1,0,1
00d86c807167dabb7f8df6623e594bdc,148,15,3,15,3
00d86c807167dabb7f8df6623e594bdc,156,10,2,10,2
00d86c807167dabb7f8df6623e594bdc,160,5,1,5,1
00d86c807167dabb7f8df6623e594bdc,164,3,2,3,2
00d86c807167dabb7f8df6623e594bdc,166,15,3,15,3
00d86c807167dabb7f8df6623e594bdc,170,30,4,30,4
00db436cee9a141624b17b0cd94e433d,5,0,1,0,1
00db436cee9a141624b17b0cd94e433d,32,5,1,5,1
00e21164f6ca57c4d6a6faf19b0e5d78,66,14,1,10,2
00ea54799ea16a2fc3e8ed10f751321d,5,0,1,0,1
00ea54799ea16a2fc3e8ed10f751321d,41,0,1,0,1
00f5f7bfaed414e973e41e4d958aff74,14,90,6,90,6
00f9595a6727813ba33fec1d0138dbdf,84,5,1,5,1
00ff754c10a25483a0548a1b216bf205,16,2,1,2,1
00ff754c10a25483a0548a1b216bf205,24,1,1,1,1
00ff754c10a25483a0548a1b216bf205,104,1,1,1,1
00ff754c10a25483a0548a1b216bf205,130,15,3,15,3
00ff754c10a25483a0548a1b216bf205,134,1,2,1,2
00ff754c10a25483a0548a1b216bf205,140,0,3,0,3
0103ffdace8cb670b172af45688243e4,20,2,1,2,1
0103ffdace8cb670b172af45688243e4,22,0,1,0,1
0103ffdace8cb670b172af45688243e4,26,0,2,0,2
0103ffdace8cb670b172af45688243e4,42,7,1,7,1
01047210d6a8cb1f6710b51657139a10,41,0,1,0,1
01047210d6a8cb1f6710b51657139a10,45,0,2,0,2
01047210d6a8cb1f6710b51657139a10,51,0,3,0,3
01047210d6a8cb1f6710b51657139a10,60,30,4,30,4
01047210d6a8cb1f6710b51657139a10,123,0,1,0,1
01047210d6a8cb1f6710b51657139a10,151,0,1,0,1
01047210d6a8cb1f6710b51657139a10,157,0,2,0,2
01061dd64395e44455fa01bc42e31cee,27,0,1,0,1
01061dd64395e44455fa01bc42e31cee,52,0,1,0,1
01061dd64395e44455fa01bc42e31cee,57,0,2,0,2
01061dd64395e44455fa01bc42e31cee,60,4,3,4,3
0109577ef0c9a76ff32054ac890f42a5,32,1,1,1,1
0109577ef0c9a76ff32054ac890f42a5,34,0,1,0,1
0109577ef0c9a76ff32054ac890f42a5,36,0,1,0,1
0109577ef0c9a76ff32054ac890f42a5,44,0,1,0,1
0109577ef0c9a76ff32054ac890f42a5,46,5,1,5,1
0109577ef0c9a76ff32054ac890f42a5,50,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,52,30,4,30,4
0109577ef0c9a76ff32054ac890f42a5,54,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,58,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,62,12,2,12,2
0109577ef0c9a76ff32054ac890f42a5,64,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,68,5,1,5,1
0109577ef0c9a76ff32054ac890f42a5,70,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,72,12,2,12,2
0109577ef0c9a76ff32054ac890f42a5,78,12,2,12,2
0109577ef0c9a76ff32054ac890f42a5,80,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,82,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,84,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,86,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,92,12,2,12,2
0109577ef0c9a76ff32054ac890f42a5,98,5,1,5,1
0109577ef0c9a76ff32054ac890f42a5,100,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,102,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,104,30,4,30,4
0109577ef0c9a76ff32054ac890f42a5,108,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,110,15,3,15,3
0109577ef0c9a76ff32054ac890f42a5,112,7,1,7,1
0109577ef0c9a76ff32054ac890f42a5,114,10,2,10,2
0109577ef0c9a76ff32054ac890f42a5,116,12,2,12,2
0109577ef0c9a76ff32054ac890f42a5,120,10,2,10,2
011a1d8a71af0865355db285742666e3,37,0,1,0,1
011a1d8a71af0865355db285742666e3,53,0,1,0,1
011a1d8a71af0865355db285742666e3,69,0,1,0,1
011a1d8a71af0865355db285742666e3,83,0,1,0,1
011a1d8a71af0865355db285742666e3,112,0,1,0,1
011a1d8a71af0865355db285742666e3,116,60,5,60,5
011a1d8a71af0865355db285742666e3,132,17,3,17,3
011a1d8a71af0865355db285742666e3,136,30,4,30,4
011a1d8a71af0865355db285742666e3,138,32,4,32,4
0129ad36c2887cadf989c97ba9a1f18a,142,5,1,5,1
0129ad36c2887cadf989c97ba9a1f18a,154,12,2,12,2
0129ad36c2887cadf989c97ba9a1f18a,158,7,1,2,2
0129ad36c2887cadf989c97ba9a1f18a,162,7,1,3,3
0129ad36c2887cadf989c97ba9a1f18a,170,5,1,5,1
0129ad36c2887cadf989c97ba9a1f18a,176,1,1,1,1
0129ad36c2887cadf989c97ba9a1f18a,178,0,1,0,1
0129ad36c2887cadf989c97ba9a1f18a,180,5,1,5,1
012a0abdb86a4396b0a06d2cc505055b,16,0,1,0,1
012a0abdb86a4396b0a06d2cc505055b,18,0,1,0,1
012a0abdb86a4396b0a06d2cc505055b,25,0,2,0,2
012a0abdb86a4396b0a06d2cc505055b,26,5,1,5,1
012a0abdb86a4396b0a06d2cc505055b,29,0,3,0,3
012a0abdb86a4396b0a06d2cc505055b,43,0,1,0,1
012a0abdb86a4396b0a06d2cc505055b,47,0,2,0,2
012a0abdb86a4396b0a06d2cc505055b,62,0,1,0,1
012a0abdb86a4396b0a06d2cc505055b,65,0,1,0,1
012a0abdb86a4396b0a06d2cc505055b,102,12,2,12,2
0137fd1ddbeae32ad4a6302fbaf48982,9,0,1,0,1
0137fd1ddbeae32ad4a6302fbaf48982,14,1,1,1,1
0137fd1ddbeae32ad4a6302fbaf48982,15,0,1,0,1
0137fd1ddbeae32ad4a6302fbaf48982,92,90,6,90,6
01382343bc15b9a02c3861d0861a1bb7,7,0,1,0,1
01382343bc15b9a02c3861d0861a1bb7,19,0,1,0,1
01382343bc15b9a02c3861d0861a1bb7,25,0,2,0,2
01382343bc15b9a02c3861d0861a1bb7,37,0,1,0,1
01382343bc15b9a02c3861d0861a1bb7,45,0,3,0,3
01382343bc15b9a02c3861d0861a1bb7,68,2,1,2,1
01382343bc15b9a02c3861d0861a1bb7,84,7,1,7,1
01382343bc15b9a02c3861d0861a1bb7,89,0,1,0,1
01382343bc15b9a02c3861d0861a1bb7,90,1,2,1,2
01382343bc15b9a02c3861d0861a1bb7,100,0,3,0,3
01382343bc15b9a02c3861d0861a1bb7,104,0,1,0,1
01382343bc15b9a02c3861d0861a1bb7,116,7,1,7,1
01382343bc15b9a02c3861d0861a1bb7,118,12,2,12,2
01382343bc15b9a02c3861d0861a1bb7,124,1,1,1,1
0142c1f4b7662cf5963c5cb162e3ee3a,14,10,2,10,2
0142c1f4b7662cf5963c5cb162e3ee3a,16,5,1,5,1
0142c1f4b7662cf5963c5cb162e3ee3a,18,0,2,0,2
0142c1f4b7662cf5963c5cb162e3ee3a,20,6,2,6,2
0142c1f4b7662cf5963c5cb162e3ee3a,25,0,1,0,1
0142c1f4b7662cf5963c5cb162e3ee3a,52,5,1,5,1
0142c1f4b7662cf5963c5cb162e3ee3a,64,7,1,7,1
0142c1f4b7662cf5963c5cb162e3ee3a,74,5,1,5,1
0142c1f4b7662cf5963c5cb162e3ee3a,78,1,1,1,1
0142c1f4b7662cf5963c5cb162e3ee3a,82,17,3,17,3
0142c1f4b7662cf5963c5cb162e3ee3a,86,10,2,10,2
0142c1f4b7662cf5963c5cb162e3ee3a,88,10,2,10,2
0142c1f4b7662cf5963c5cb162e3ee3a,92,60,5,60,5
0142c1f4b7662cf5963c5cb162e3ee3a,94,90,6,90,6
0142c1f4b7662cf5963c5cb162e3ee3a,98,15,3,15,3
0142c1f4b7662cf5963c5cb162e3ee3a,100,10,2,10,2
0142c1f4b7662cf5963c5cb162e3ee3a,102,5,1,5,1
0142c1f4b7662cf5963c5cb162e3ee3a,112,17,3,17,3
0142c1f4b7662cf5963c5cb162e3ee3a,114,10,2,0,4
0142c1f4b7662cf5963c5cb162e3ee3a,116,30,4,30,4
0142c1f4b7662cf5963c5cb162e3ee3a,118,15,3,15,3
